0.562341	0.000477164	1.27917e-05	0.00250279	2.82067e-05
0.316228	0.000870116	1.59652e-05	0.00302639	5.04196e-05
0.177828	0.00195721	0.000791471	0.0031395	0.00150127
0.1	0.00652494	0.00505559	0.002806	0.00133199
0.0562341	0.00830316	0.00693922	0.00181734	0.00063938
0.0316228	0.0006934	9.78216e-05	0.000764042	0.000100782
0.0177828	0.000798747	0.000122308	0.000852736	0.000123229
0.01	0.00545359	0.00414402	0.00147899	0.000405934
0.00562341	0.00169835	0.00081859	0.00136839	0.000522662
0.00316228	0.00384292	0.00161607	0.00260976	0.000826082
0.00177828	0.00795503	0.00508662	0.00260519	0.000679586
0.001	0.00453877	0.00150495	0.00285343	0.00086715
0.000562341	0.0102835	0.00367591	0.00439507	0.00105575
0.000316228	0.00869121	0.00382193	0.0037221	0.00121704
0.000177828	0.00769551	0.00306999	0.00292569	0.000832184
0.0001	0.00832262	0.00208461	0.00404594	0.000955532
5.62341e-05	0.0167394	0.00726761	0.00440054	0.000848322
3.16228e-05	0.0073577	0.00207634	0.00359208	0.00097282
1.77828e-05	0.0082432	0.00223102	0.00356627	0.000864761
1e-05	0.00931296	0.00200751	0.00465087	0.000964203
