0.562341	0.0695282	0.0109768	0.0263878	0.00368535
0.316228	0.0757534	0.0118302	0.0304166	0.00399705
0.177828	0.0677223	0.0106851	0.031161	0.00367977
0.1	0.0454616	0.00806895	0.0244626	0.00388088
0.0562341	0.0334676	0.00842005	0.0155116	0.00366144
0.0316228	0.0282178	0.00636235	0.0167103	0.00276687
0.0177828	0.0184867	0.00475907	0.0112834	0.00253347
0.01	0.0182942	0.00406661	0.0121017	0.0024687
0.00562341	0.0125518	0.00314377	0.00792488	0.00179754
0.00316228	0.0155653	0.00372757	0.00746037	0.00146056
0.00177828	0.0101398	0.00222549	0.00577063	0.00113535
0.001	0.0073577	0.00207634	0.00359208	0.00097282
0.000562341	0.0133318	0.00637159	0.00298336	0.000769416
0.000316228	0.00840686	0.00370368	0.00232729	0.000840044
0.000177828	0.00924448	0.0042597	0.00143358	0.000426852
0.0001	0.00473491	0.00132416	0.00182436	0.00050523
