0.562341	0.0167795	0.00113733	0.00967679	0.000669969
0.316228	0.0136526	0.000974468	0.00939979	0.000653246
0.177828	0.0104347	0.0007235	0.00988027	0.000685178
0.1	0.00812635	0.000376022	0.00891781	0.000454666
0.0562341	0.00589689	0.000412941	0.00827992	0.000576217
0.0316228	0.00409884	0.000289049	0.00707449	0.000493787
0.0177828	0.00304408	0.000219052	0.00566662	0.000397721
0.01	0.00311714	0.000565446	0.00663605	0.00137815
0.00562341	0.00197405	4.61928e-05	0.00444242	0.000105547
0.00316228	0.0016599	4.24148e-05	0.00452831	0.000109368
0.00177828	0.00119175	3.04899e-05	0.00380266	7.15065e-05
0.001	0.000870116	1.59652e-05	0.00302639	5.04196e-05
0.000562341	0.000703382	1.56154e-05	0.00236791	3.92897e-05
0.000316228	0.000504494	1.25203e-05	0.00182307	4.56368e-05
0.000177828	0.00040536	1.33879e-05	0.00137992	3.18918e-05
0.0001	0.00032467	1.04054e-05	0.00108307	3.07296e-05
5.62341e-05	0.000247929	1.65009e-05	0.000810476	2.32442e-05
