0.562341	0.00142348	0.000750939	0.0046153	0.0013522
0.316228	0.00119175	3.04899e-05	0.00380266	7.15065e-05
0.177828	0.00484434	0.00323358	0.00335647	0.00119872
0.1	0.0042076	0.00228189	0.00414628	0.00203711
0.0562341	0.00652689	0.00469059	0.00256403	0.0007906
0.0316228	0.00454029	0.0031629	0.00259313	0.0012682
0.0177828	0.0010653	0.000201909	0.00114025	0.000203231
0.01	0.00097614	0.000218101	0.00107536	0.000238853
0.00562341	0.00843899	0.00639953	0.00225225	0.000746833
0.00316228	0.00757156	0.003376	0.00429384	0.00087408
0.00177828	0.00411833	0.00117884	0.00344023	0.000839001
0.001	0.00710769	0.00171653	0.00494529	0.00102137
0.000562341	0.0149771	0.00696786	0.00452696	0.00115004
0.000316228	0.0047336	0.00159802	0.00333595	0.000984744
0.000177828	0.0114525	0.00370143	0.00552222	0.00102229
0.0001	0.00835037	0.0025985	0.00413984	0.00116489
5.62341e-05	0.011735	0.0039077	0.00467647	0.00117861
3.16228e-05	0.0101398	0.00222549	0.00577063	0.00113535
1.77828e-05	0.0155108	0.00493615	0.00545253	0.00113097
1e-05	0.0160418	0.00632818	0.00535155	0.00114014
