0.562341	0.0443331	0.00280928	0.016959	0.0011937
0.316228	0.0416985	0.00879103	0.0151159	0.000459836
0.177828	0.0294958	0.00264076	0.0169265	0.00119674
0.1	0.0174805	0.00140792	0.0117484	0.000971019
0.0562341	0.0220562	0.00793185	0.0117642	0.00109114
0.0316228	0.00865857	0.000706027	0.00726575	0.000605467
0.0177828	0.0146043	0.00771092	0.00690163	0.000968619
0.01	0.00447619	0.000323786	0.00429689	0.000323712
0.00562341	0.00254162	0.000281163	0.0025249	0.000311933
0.00316228	0.00971323	0.00723297	0.00274618	0.000571046
0.00177828	0.00454029	0.0031629	0.00259313	0.0012682
0.001	0.0006934	9.78216e-05	0.000764042	0.000100782
0.000562341	0.00797775	0.00703403	0.0012213	0.000508705
0.000316228	0.00040492	7.18166e-05	0.000409779	6.12536e-05
0.000177828	0.00706031	0.00664344	0.000480135	0.000272735
0.0001	0.000110786	2.74081e-05	0.000122599	2.53006e-05
5.62341e-05	7.41905e-05	1.9835e-05	7.88384e-05	1.95798e-05
