1.25892541179e-07	2.28823080119e-06	-4.69981670389e-11
2.84381860426e-07	2.28808827508e-06	9.32716557637e-11
4.83908091922e-07	2.28790547624e-06	2.74200772073e-10
7.35096735073e-07	2.28767238302e-06	5.01457756138e-10
1.05132450109e-06	2.2873768989e-06	7.8814069223e-10
1.44943167164e-06	2.28700291733e-06	1.15599140089e-09
1.95061890527e-06	2.2865178639e-06	1.60639994483e-09
2.58157624975e-06	2.28591986055e-06	2.15008193229e-09
3.37590448448e-06	2.28519953761e-06	2.62766996136e-09
4.37590448448e-06	2.28480487027e-06	1.73371842183e-09
5.63482989627e-06	2.28426881141e-06	1.14696847689e-09
7.21972308873e-06	2.28385979605e-06	-4.27942146834e-10
9.2149854037e-06	2.28490005397e-06	1.58098914924e-09
1.17268718352e-05	2.28230395817e-06	-1.90403991907e-09
1.48891494954e-05	2.28183995117e-06	-1.34943743009e-09
1.88702212009e-05	2.28024731823e-06	-2.05413212544e-09
2.38820935372e-05	2.28562026639e-06	1.03374072417e-08
3.0191666982e-05	2.2881106744e-06	1.19832163661e-08
3.81349493292e-05	2.17587235139e-06	-7.50029008798e-09
4.81349493292e-05	2.17052773445e-06	-2.48618483178e-10
6.07242034472e-05	2.16478568631e-06	2.01931574237e-09
7.65731353718e-05	2.16700145547e-06	1.25314002949e-08
9.65257585215e-05	2.17868043197e-06	1.08032977286e-08
0.000121644622837	2.21222389308e-06	2.55619919232e-08
0.000153267399438	1.96301747008e-06	5.94853220086e-09
0.000193078116494	1.96820122805e-06	1.92760481024e-08
0.000243196839856	1.98364878138e-06	1.24805539434e-08
0.000306292574304	1.89802919228e-06	1.75776041433e-09
0.000385725397777	1.93771119822e-06	7.43300363429e-09
0.000485725397777	1.81505657735e-06	1.42467284872e-08
0.000611617938956	1.43250039755e-06	1.40028579185e-08
0.000770107258202	1.7819273331e-06	3.08319396917e-08
0.000969633489699	2.35903673035e-06	5.37099210969e-08
0.00122082213285	3.79507084605e-06	1.21764521648e-07
