1.25893e-07	4.47453e-10
2.84382e-07	1.01848e-09
4.83908e-07	1.73787e-09
7.35097e-07	2.64292e-09
1.05132e-06	3.78599e-09
1.44943e-06	5.22385e-09
1.95062e-06	7.26404e-09
2.58158e-06	8.75923e-09
3.3759e-06	9.06059e-09
4.3759e-06	9.41634e-09
5.63483e-06	1.2143e-08
7.21972e-06	1.64647e-08
9.21499e-06	2.1901e-08
1.17269e-05	2.87468e-08
1.48891e-05	3.73693e-08
1.88702e-05	4.85963e-08
2.38821e-05	6.75472e-08
3.01917e-05	9.8759e-08
3.81349e-05	1.49208e-07
4.81349e-05	1.25627e-07
6.07242e-05	9.27421e-08
7.65731e-05	1.71208e-07
9.65258e-05	2.04302e-07
0.000121645	3.46249e-07
0.000153267	4.58953e-07
0.000193078	4.8046e-07
0.000243197	6.6171e-07
0.000306293	6.15095e-07
0.000385725	6.40315e-07
0.000485725	7.92707e-07
0.000611618	6.53822e-07
0.000770107	3.07765e-07
0.000969633	1.07677e-06
0.00122082	1.43423e-06
0.00222082	1.68849e-06
0.00322082	3.47029e-06
0.00422082	3.91661e-06
0.00522082	3.51037e-06
0.00622082	5.03455e-06
0.00722082	8.33823e-06
0.00822082	1.13802e-05
0.00922082	1.30336e-05
0.0102208	1.10374e-05
0.0112208	1.45535e-05
0.0122208	5.57987e-06
0.0132208	6.35654e-06
0.0142208	9.38298e-06
0.0152208	1.00676e-05
0.0162208	1.26158e-05
0.0172208	1.43736e-05
0.0182208	2.089e-05
0.0192208	1.96769e-05
0.0202208	2.60329e-05
0.0212208	3.27665e-05
0.0222208	2.94508e-05
0.0232208	3.78874e-05
0.0242208	1.21087e-05
0.0252208	1.74544e-05
0.0262208	2.26007e-05
0.0272208	2.77708e-05
0.0282208	3.45986e-05
0.0292208	4.19189e-05
0.0302208	3.75736e-05
0.0312208	4.48425e-05
0.0322208	5.42034e-05
0.0332208	4.1123e-05
0.0342208	4.91026e-05
0.0352208	5.63512e-05
0.0362208	6.60421e-05
0.0372208	6.87905e-05
0.0382208	7.82621e-05
0.0392208	6.64942e-05
0.0402208	7.56666e-05
0.0412208	7.51561e-05
